CGNDB ID,Geographical Name,Generic Term,Province - Territory,Latitude,Longitude,Nearest NSRDB latitude,Nearest NSRDB longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,Annual Generation (MWh) - First Year,Winter Generation (MWh) - First Year,Spring Generation (MWh) - First Year,Summer Generation (MWh) - First Year,Fall Generation (MWh) - First Year,Installation Cost Scenario,Breakeven Price ($/MWh),Reference Price ($/MWh),Breakeven Price (¢/kWh),Reference Price (¢/kWh),Total Capacity (MW)
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Community,Time of use,,190.15,23.65,55.27,66.34,44.87,Current,$126.11 ,$87.21 ,12.61,8.72,0.2
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Utility Fixed,Flat,No Tariff,47538.62,5913.31,13819.24,16586.5,11219.55,Current,$128.08 ,$47.71 ,12.8,4.77,50
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Utility Tracker,Time of use,Tariff,55545.95,6780.49,16244.34,19585.16,12935.95,Current,$119.48 ,$47.71 ,11.94,4.77,50
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Utility Tracker,Flat,No Tariff,55545.95,6780.49,16244.34,19585.16,12935.95,Current,$116.72 ,$47.71 ,11.67,4.77,50
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Residential,Flat,,4.64,0.51,1.38,1.69,1.05,Current,$211.26 ,$97.75 ,21.12,9.77,5.00E-03
JDKQL,Alalco 8,Indian Reserve,British Columbia,51.05,-126.52,51.05,-126.54,Utility Fixed,Time of use,Tariff,47538.62,5913.31,13819.24,16586.5,11219.55,Current,$132.94 ,$47.71 ,13.29,4.77,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Fixed,Flat,Tariff,71778.96,8998.04,19853.77,22030.72,20896.41,Current,$113.47 ,$48.43 ,11.34,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Tracker,Flat,No Tariff,88605.34,10482.48,24518.33,28216.24,25388.27,Current,$73.23 ,$48.43 ,7.32,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Fixed,Time of use,Tariff,71778.96,8998.04,19853.77,22030.72,20896.41,Current,$81.98 ,$48.43 ,8.19,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Fixed,Flat,No Tariff,71778.96,8998.04,19853.77,22030.72,20896.41,Current,$84.43 ,$48.43 ,8.44,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Tracker,Flat,Tariff,88605.34,10482.48,24518.33,28216.24,25388.27,Current,$96.69 ,$48.43 ,9.66,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Tracker,Time of use,Tariff,88605.34,10482.48,24518.33,28216.24,25388.27,Current,$71.35 ,$48.43 ,7.13,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Tracker,Time of use,No Tariff,88605.34,10482.48,24518.33,28216.24,25388.27,Current,$54.05 ,$48.43 ,5.4,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Community,Time of use,,287.11,35.99,79.41,88.12,83.58,Current,$71.19 ,$113.05 ,7.11,11.3,0.2
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Utility Fixed,Time of use,No Tariff,71778.96,8998.04,19853.77,22030.72,20896.41,Current,$61.01 ,$48.43 ,6.1,4.84,50
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Commercial,Flat,,287.11,35.99,79.41,88.12,83.58,Current,$109.28 ,$113.05 ,10.92,11.3,0.2
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Commercial,Time of use,,287.11,35.99,79.41,88.12,83.58,Current,$78.95 ,$113.05 ,7.89,11.3,0.2
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Community,Flat,,287.11,35.99,79.41,88.12,83.58,Current,$98.54 ,$113.05 ,9.85,11.3,0.2
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Residential,Time of use,,6.97,0.78,1.98,2.28,1.92,Current,$96.22 ,$165.82 ,9.62,16.58,5.00E-03
HAPNP,Alameda,Town,Saskatchewan,49.26,-102.28,49.25,-102.3,Residential,Flat,,6.97,0.78,1.98,2.28,1.92,Current,$142.18 ,$165.82 ,14.21,16.58,5.00E-03
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Fixed,Time of use,Tariff,44756.91,5612.38,12014.56,16972.4,10157.57,Current,$137.90 ,$47.71 ,13.79,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Commercial,Time of use,,179.02,22.44,48.05,67.88,40.63,Current,$138.02 ,$87.21 ,13.8,8.72,0.2
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Commercial,Flat,,179.02,22.44,48.05,67.88,40.63,Current,$171.18 ,$87.21 ,17.11,8.72,0.2
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Residential,Time of use,,4.35,0.47,1.2,1.75,0.92,Current,$178.38 ,$97.75 ,17.83,9.77,5.00E-03
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Fixed,Flat,Tariff,44756.91,5612.38,12014.56,16972.4,10157.57,Current,$171.04 ,$47.71 ,17.1,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Tracker,Flat,No Tariff,54130.84,6663.35,14406.67,21099.2,11961.6,Current,$116.63 ,$47.71 ,11.66,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Fixed,Time of use,No Tariff,44756.91,5612.38,12014.56,16972.4,10157.57,Current,$106.73 ,$47.71 ,10.67,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Community,Flat,,179.02,22.44,48.05,67.88,40.63,Current,$162.57 ,$87.21 ,16.25,8.72,0.2
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Community,Time of use,,179.02,22.44,48.05,67.88,40.63,Current,$131.08 ,$87.21 ,13.1,8.72,0.2
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Fixed,Flat,No Tariff,44756.91,5612.38,12014.56,16972.4,10157.57,Current,$132.38 ,$47.71 ,13.23,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Tracker,Time of use,Tariff,54130.84,6663.35,14406.67,21099.2,11961.6,Current,$119.89 ,$47.71 ,11.98,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Tracker,Time of use,No Tariff,54130.84,6663.35,14406.67,21099.2,11961.6,Current,$94.18 ,$47.71 ,9.41,4.77,50
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Residential,Flat,,4.35,0.47,1.2,1.75,0.92,Current,$221.83 ,$97.75 ,22.18,9.77,5.00E-03
JDJTX,Alastair 80,Indian Reserve,British Columbia,54.13,-129.17,54.13,-129.18,Utility Tracker,Flat,Tariff,54130.84,6663.35,14406.67,21099.2,11961.6,Current,$148.47 ,$47.71 ,14.84,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Fixed,Time of use,Tariff,52347.18,5107.03,14935.68,19835.95,12468.5,Current,$118.20 ,$47.71 ,11.82,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Commercial,Time of use,,209.38,20.42,59.74,79.34,49.87,Current,$117.77 ,$87.21 ,11.77,8.72,0.2
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Commercial,Flat,,209.38,20.42,59.74,79.34,49.87,Current,$146.33 ,$87.21 ,14.63,8.72,0.2
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Residential,Time of use,,5.12,0.43,1.49,2.04,1.14,Current,$155.98 ,$97.75 ,15.59,9.77,5.00E-03
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Fixed,Flat,Tariff,52347.18,5107.03,14935.68,19835.95,12468.5,Current,$146.87 ,$47.71 ,14.68,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Tracker,Flat,No Tariff,62964.39,5926.57,17797.25,24823.44,14417.11,Current,$100.87 ,$47.71 ,10.08,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Fixed,Time of use,No Tariff,52347.18,5107.03,14935.68,19835.95,12468.5,Current,$91.58 ,$47.71 ,9.15,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Community,Flat,,209.38,20.42,59.74,79.34,49.87,Current,$138.98 ,$87.21 ,13.89,8.72,0.2
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Community,Time of use,,209.38,20.42,59.74,79.34,49.87,Current,$111.85 ,$87.21 ,11.18,8.72,0.2
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Fixed,Flat,No Tariff,52347.18,5107.03,14935.68,19835.95,12468.5,Current,$113.79 ,$47.71 ,11.37,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Tracker,Time of use,Tariff,62964.39,5926.57,17797.25,24823.44,14417.11,Current,$103.42 ,$47.71 ,10.34,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Tracker,Time of use,No Tariff,62964.39,5926.57,17797.25,24823.44,14417.11,Current,$81.32 ,$47.71 ,8.13,4.77,50
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Residential,Flat,,5.12,0.43,1.49,2.04,1.14,Current,$188.68 ,$97.75 ,18.86,9.77,5.00E-03
JDJUE,Alastair 81,Indian Reserve,British Columbia,54.1,-129.17,54.09,-129.18,Utility Tracker,Flat,Tariff,62964.39,5926.57,17797.25,24823.44,14417.11,Current,$128.28 ,$47.71 ,12.82,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Fixed,Time of use,Tariff,60512.28,4746.21,16757.11,23343.34,15665.61,Current,$102.55 ,$47.71 ,10.25,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Commercial,Time of use,,242.04,18.98,67.02,93.37,62.66,Current,$101.70 ,$87.21 ,10.17,8.72,0.2
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Commercial,Flat,,242.04,18.98,67.02,93.37,62.66,Current,$126.57 ,$87.21 ,12.65,8.72,0.2
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Residential,Time of use,,5.93,0.41,1.67,2.41,1.43,Current,$137.43 ,$97.75 ,13.74,9.77,5.00E-03
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Fixed,Flat,Tariff,60512.28,4746.21,16757.11,23343.34,15665.61,Current,$127.63 ,$47.71 ,12.76,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Tracker,Flat,No Tariff,72820.95,5312.5,19549.75,29195.85,18762.84,Current,$87.77 ,$47.71 ,8.77,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Fixed,Time of use,No Tariff,60512.28,4746.21,16757.11,23343.34,15665.61,Current,$79.54 ,$47.71 ,7.95,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Community,Flat,,242.04,18.98,67.02,93.37,62.66,Current,$120.21 ,$87.21 ,12.02,8.72,0.2
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Community,Time of use,,242.04,18.98,67.02,93.37,62.66,Current,$96.59 ,$87.21 ,9.65,8.72,0.2
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Fixed,Flat,No Tariff,60512.28,4746.21,16757.11,23343.34,15665.61,Current,$98.99 ,$47.71 ,9.89,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Tracker,Time of use,Tariff,72820.95,5312.5,19549.75,29195.85,18762.84,Current,$89.72 ,$47.71 ,8.97,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Tracker,Time of use,No Tariff,72820.95,5312.5,19549.75,29195.85,18762.84,Current,$70.64 ,$47.71 ,7.06,4.77,50
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Residential,Flat,,5.93,0.41,1.67,2.41,1.43,Current,$162.85 ,$97.75 ,16.28,9.77,5.00E-03
JDJUD,Alastair 82,Indian Reserve,British Columbia,54.06,-129.19,54.05,-129.18,Utility Tracker,Flat,Tariff,72820.95,5312.5,19549.75,29195.85,18762.84,Current,$111.49 ,$47.71 ,11.14,4.77,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Fixed,Flat,Tariff,62709.93,9262.45,17390.09,19063.41,16993.96,Current,$154.79 ,$80.15 ,15.47,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Fixed,Time of use,No Tariff,62709.93,9262.45,17390.09,19063.41,16993.96,Current,$85.10 ,$80.15 ,8.51,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Tracker,Flat,No Tariff,75620.51,10714.62,21228.12,23157.46,20520.3,Current,$85.87 ,$80.15 ,8.58,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Community,Flat,,250.83,37.04,69.56,76.25,67.97,Current,$111.77 ,$127.70 ,11.17,12.76,0.2
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Residential,Flat,,6.17,0.85,1.74,1.95,1.62,Current,$164.63 ,$142.70 ,16.46,14.26,5.00E-03
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Community,Time of use,,250.83,37.04,69.56,76.25,67.97,Current,$98.34 ,$127.70 ,9.83,12.76,0.2
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Tracker,Time of use,Tariff,75620.51,10714.62,21228.12,23157.46,20520.3,Current,$119.33 ,$80.15 ,11.93,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Commercial,Time of use,,250.83,37.04,69.56,76.25,67.97,Current,$112.71 ,$127.70 ,11.27,12.76,0.2
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Commercial,Flat,,250.83,37.04,69.56,76.25,67.97,Current,$128.10 ,$127.70 ,12.81,12.76,0.2
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Fixed,Flat,No Tariff,62709.93,9262.45,17390.09,19063.41,16993.96,Current,$96.71 ,$80.15 ,9.67,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Tracker,Flat,Tariff,75620.51,10714.62,21228.12,23157.46,20520.3,Current,$134.03 ,$80.15 ,13.4,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Fixed,Time of use,Tariff,62709.93,9262.45,17390.09,19063.41,16993.96,Current,$136.21 ,$80.15 ,13.62,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Utility Tracker,Time of use,No Tariff,75620.51,10714.62,21228.12,23157.46,20520.3,Current,$76.45 ,$80.15 ,7.64,8.01,50
CAAKD,Alba,Community,Nova Scotia,45.93,-61,45.93,-61.02,Residential,Time of use,,6.17,0.85,1.74,1.95,1.62,Current,$146.86 ,$142.70 ,14.68,14.26,5.00E-03
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Residential,Flat,,6.91,1.06,1.98,2.15,1.71,Current,$144.31 ,$125.93 ,14.43,12.59,5.00E-03
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Tracker,Time of use,Tariff,85530.81,13741.06,24248.34,25985.89,21555.5,Current,$64.03 ,$18.64 ,6.4,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Community,Time of use,,281.35,46.41,79.32,83.93,71.67,Current,$82.48 ,$146.51 ,8.24,14.65,0.2
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Community,Flat,,281.35,46.41,79.32,83.93,71.67,Current,$101.07 ,$146.51 ,10.1,14.65,0.2
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Fixed,Time of use,Tariff,70337.84,11603.94,19832.22,20983.95,17917.73,Current,$73.06 ,$18.64 ,7.3,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Fixed,Flat,No Tariff,70337.84,11603.94,19832.22,20983.95,17917.73,Current,$88.10 ,$18.64 ,8.81,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Residential,Time of use,,6.91,1.06,1.98,2.15,1.71,Current,$118.85 ,$125.93 ,11.88,12.59,5.00E-03
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Commercial,Flat,,281.35,46.41,79.32,83.93,71.67,Current,$113.45 ,$146.51 ,11.34,14.65,0.2
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Commercial,Time of use,,281.35,46.41,79.32,83.93,71.67,Current,$92.58 ,$146.51 ,9.25,14.65,0.2
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Tracker,Flat,No Tariff,85530.81,13741.06,24248.34,25985.89,21555.5,Current,$77.42 ,$18.64 ,7.74,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Fixed,Flat,Tariff,70337.84,11603.94,19832.22,20983.95,17917.73,Current,$89.54 ,$18.64 ,8.95,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Tracker,Flat,Tariff,85530.81,13741.06,24248.34,25985.89,21555.5,Current,$78.60 ,$18.64 ,7.86,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Tracker,Time of use,No Tariff,85530.81,13741.06,24248.34,25985.89,21555.5,Current,$63.07 ,$18.64 ,6.3,1.86,50
FACCA,Alban,Compact Rural Community,Ontario,46.1,-80.62,46.09,-80.62,Utility Fixed,Time of use,No Tariff,70337.84,11603.94,19832.22,20983.95,17917.73,Current,$71.89 ,$18.64 ,7.18,1.86,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Residential,Flat,,6.2,0.91,1.79,1.96,1.52,Current,$160.06 ,$67.95 ,16,6.79,5.00E-03
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Tracker,Flat,Tariff,77340.51,12128.72,22320.12,23715.64,19176.01,Current,$140.32 ,$32.70 ,14.03,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Fixed,Flat,No Tariff,63493.97,10374.66,17885.52,19019.4,16214.37,Current,$94.49 ,$32.70 ,9.44,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Fixed,Time of use,Tariff,63493.97,10374.66,17885.52,19019.4,16214.37,Current,$133.03 ,$32.70 ,13.3,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Residential,Time of use,,6.2,0.91,1.79,1.96,1.52,Current,$131.88 ,$67.95 ,13.18,6.79,5.00E-03
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Tracker,Time of use,No Tariff,77340.51,12128.72,22320.12,23715.64,19176.01,Current,$67.19 ,$32.70 ,6.71,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Fixed,Flat,Tariff,63493.97,10374.66,17885.52,19019.4,16214.37,Current,$164.32 ,$32.70 ,16.43,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Tracker,Flat,No Tariff,77340.51,12128.72,22320.12,23715.64,19176.01,Current,$83.05 ,$32.70 ,8.3,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Community,Flat,,253.97,41.49,71.54,76.07,64.85,Current,$108.18 ,$85.79 ,10.81,8.57,0.2
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Community,Time of use,,253.97,41.49,71.54,76.07,64.85,Current,$87.59 ,$85.79 ,8.75,8.57,0.2
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Tracker,Time of use,Tariff,77340.51,12128.72,22320.12,23715.64,19176.01,Current,$113.51 ,$32.70 ,11.35,3.27,50
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Commercial,Flat,,253.97,41.49,71.54,76.07,64.85,Current,$123.83 ,$85.79 ,12.38,8.57,0.2
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Commercial,Time of use,,253.97,41.49,71.54,76.07,64.85,Current,$100.26 ,$85.79 ,10.02,8.57,0.2
EOFMZ,Albanel,Municipality,Quebec,48.88,-72.45,48.89,-72.46,Utility Fixed,Time of use,No Tariff,63493.97,10374.66,17885.52,19019.4,16214.37,Current,$76.50 ,$32.70 ,7.65,3.27,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Fixed,Time of use,Tariff,67186.59,9513,18796.69,19915.38,18961.51,Current,$127.28 ,$80.15 ,12.72,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Tracker,Flat,No Tariff,82793.03,11114.12,23580.95,25255.24,22842.71,Current,$78.80 ,$80.15 ,7.88,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Community,Time of use,,268.74,38.05,75.18,79.66,75.84,Current,$91.72 ,$127.70 ,9.17,12.76,0.2
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Community,Flat,,268.74,38.05,75.18,79.66,75.84,Current,$104.34 ,$127.70 ,10.43,12.76,0.2
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Residential,Flat,,6.63,0.88,1.88,2.03,1.81,Current,$153.17 ,$142.70 ,15.31,14.26,5.00E-03
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Fixed,Flat,Tariff,67186.59,9513,18796.69,19915.38,18961.51,Current,$144.79 ,$80.15 ,14.47,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Tracker,Time of use,Tariff,82793.03,11114.12,23580.95,25255.24,22842.71,Current,$109.10 ,$80.15 ,10.91,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Commercial,Flat,,268.74,38.05,75.18,79.66,75.84,Current,$119.57 ,$127.70 ,11.95,12.76,0.2
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Commercial,Time of use,,268.74,38.05,75.18,79.66,75.84,Current,$105.11 ,$127.70 ,10.51,12.76,0.2
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Fixed,Time of use,No Tariff,67186.59,9513,18796.69,19915.38,18961.51,Current,$79.60 ,$80.15 ,7.96,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Fixed,Flat,No Tariff,67186.59,9513,18796.69,19915.38,18961.51,Current,$90.55 ,$80.15 ,9.05,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Tracker,Flat,Tariff,82793.03,11114.12,23580.95,25255.24,22842.71,Current,$122.82 ,$80.15 ,12.28,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Utility Tracker,Time of use,No Tariff,82793.03,11114.12,23580.95,25255.24,22842.71,Current,$69.99 ,$80.15 ,6.99,8.01,50
CAAKE,Albany,Community,Nova Scotia,44.77,-65.05,44.77,-65.06,Residential,Time of use,,6.63,0.88,1.88,2.03,1.81,Current,$137.23 ,$142.70 ,13.72,14.26,5.00E-03
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Utility Fixed,Time of use,Tariff,66591.85,9211.45,18444.88,19340.81,19594.7,Current,$128.28 ,$80.15 ,12.82,8.01,50
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Utility Tracker,Flat,No Tariff,81173.91,10717.53,22501.29,24282.05,23673.02,Current,$80.26 ,$80.15 ,8.02,8.01,50
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Community,Time of use,,266.36,36.84,73.77,77.36,78.37,Current,$92.47 ,$127.70 ,9.24,12.76,0.2
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Community,Flat,,266.36,36.84,73.77,77.36,78.37,Current,$105.26 ,$127.70 ,10.52,12.76,0.2
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Residential,Flat,,6.57,0.86,1.85,1.98,1.88,Current,$154.56 ,$142.70 ,15.45,14.26,5.00E-03
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Utility Fixed,Flat,Tariff,66591.85,9211.45,18444.88,19340.81,19594.7,Current,$146.00 ,$80.15 ,14.6,8.01,50
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Utility Tracker,Time of use,Tariff,81173.91,10717.53,22501.29,24282.05,23673.02,Current,$110.99 ,$80.15 ,11.09,8.01,50
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Commercial,Flat,,266.36,36.84,73.77,77.36,78.37,Current,$120.63 ,$127.70 ,12.06,12.76,0.2
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Commercial,Time of use,,266.36,36.84,73.77,77.36,78.37,Current,$105.98 ,$127.70 ,10.59,12.76,0.2
CAAKF,Albany Cross,Community,Nova Scotia,44.72,-65.02,44.73,-65.02,Utility Fixed,Time of use,No Tariff,66591.85,9211.45,18444.88,19340.81,19594.7,Current,$80.22 ,$80.15 ,8.02,8.01,50
